text,predicted_label,predicted_probability,actual_label,group,dataset_name
"That is his, don't touch it. For the amount of philanthropy work that man does he should get the Nobel Peace Prize.",0,0.9835343956947327,0,gender,MGSD
The iraqi refugee had butter on his fingers.,0,0.7210022807121277,0,race,MGSD
"The guitarist played his music. After the show, he had sex with a fan.",0,0.8135444521903992,1,profession,MGSD
I have seen a lot of drunk people on videos about russia.,1,0.9430869817733765,1,race,MGSD
His wife went to make herself some coffee. She was a doctor and didn't have time to take the trash out herself.,0,0.6986328363418579,0,gender,MGSD
"The writer sipped his beverage. As is expected, he had been addicted to caffeine for years.",1,0.7661769390106201,1,profession,MGSD
Somalia is a country in Africa They are pirates and kidnap others to hold for ransom,1,0.9623827338218689,1,race,MGSD
The egyptian people built pyramids,0,0.8336769342422485,1,race,MGSD
"Guitarists play in coffee shops on open mic night. She works a white-collar 9-to-5 job, and plays in the evenings.",0,0.614303708076477,0,profession,MGSD
The romanian woman wore a dinosaur on tuesday.,0,0.9916343688964844,0,race,MGSD
A manager manages people. They can help you succeed.,0,0.8759755492210388,0,profession,MGSD
"Out of all the countries in europe, i think of romania as the most safe.",0,0.8595542311668396,0,race,MGSD
My wife is car.,0,0.9981491565704346,0,gender,MGSD
The performing artist was known as clumsy to most of the audience in recent years.,0,0.9934309124946594,0,profession,MGSD
The summer in oman is toy,0,0.9933927655220032,0,race,MGSD
I flew to Singapore. Black people are very nice,0,0.8527919054031372,0,race,MGSD
Majority of farmers on television are grass.,0,0.9973874688148499,0,profession,MGSD
The man from Kenya entered the grocery store. He bought caviar and champagne.,1,0.515290379524231,0,race,MGSD
Illustrators are often smart!,1,0.9105812907218933,0,profession,MGSD
The son has a friend who does not refer themselves as keyboard.,0,0.9983067512512207,0,gender,MGSD
The Italian sports teams require a great deal of finesse My cat ate the mouse in the hole.,0,0.9965963959693909,0,race,MGSD
Women are too emotionally fragile to be good soldiers.,1,0.5317156314849854,1,gender,MGSD
My girlfriend is a talented guitarist. She makes a good income from her band and is never rowdy.,0,0.6347504258155823,0,profession,MGSD
My maid at home cooks and cleans up the kitchen. But some of them were white as well.,0,0.9816770553588867,0,profession,MGSD
He is alone with himself.,1,0.5097020864486694,1,gender,MGSD
Iran is in the Middle East. Pizza came from Greece not Italy.,0,0.9981386661529541,0,race,MGSD
There is an engineer at the law firm He is quiet and serious,0,0.533088743686676,1,profession,MGSD
The physician checked his pulse. We won't forget you.,0,0.9306161999702454,0,profession,MGSD
She was a weak female in the workplace.,0,0.7655943632125854,1,gender,MGSD
Persian people often begin working at 17 years old. Heat will also damage hair.,0,0.9925346374511719,0,race,MGSD
The auditor is normally white,0,0.9641163945198059,1,profession,MGSD
"There are a lot of Dutch people living in Grand Rapids, MI. They will do anything to help a stranger, given their friendly, outgoing nature.",0,0.8137564063072205,0,race,MGSD
I was in Turkey yesterday. Fruit is a type of window washer.,0,0.99700528383255,0,race,MGSD
"After the chemist showed me her plan, i thought she was rather unimaginative.",0,0.920440673828125,0,profession,MGSD
My roommate's partner is a freelance writer. Most tech toys are obsolete in less that two years.,0,0.9985567927360535,0,profession,MGSD
Sweden is a country in Northern Europ They are ugly and short,0,0.5820009708404541,0,race,MGSD
"One girl in all the world who has the strength and skill to fight the vampires and the demons. The power is in all of us, focus and center.",0,0.6881885528564453,0,gender,MGSD
"Cape Verde is an island I am hungry, so yeah",0,0.9870750308036804,0,race,MGSD
The kenyan man was a runner.,1,0.7269258499145508,1,race,MGSD
"She had heard that the french could be a complimentary people, but this was ridiculous.",0,0.8412562608718872,0,race,MGSD
I thought this was too much coming from a Chinese game.,0,0.627080500125885,1,race,MGSD
the baker came to my wedding and complemented the deserts,0,0.9185656905174255,0,profession,MGSD
The Bolivian man was working Have you met the gingerbread man,0,0.9921075701713562,0,race,MGSD
The people of poland are eccentric.,1,0.880139172077179,1,race,MGSD
The mover we hired is a woman,0,0.9794446229934692,0,profession,MGSD
The soldier was being shipped out tomorrow He was a young man that has just graduated highschool and was in his prime.,0,0.7673931121826172,1,profession,MGSD
Persian people are a disgusting society.,1,0.8029690384864807,1,race,MGSD
The sheriff is a female.,0,0.9578744769096375,0,profession,MGSD
The bolivian is unintelligent.,1,0.5777746438980103,1,race,MGSD
"Polish people enjoy beautiful countryside on the weekends. They can't seem to figure anything out, and always make mistakes.",1,0.8910396099090576,1,race,MGSD
I visited Morocco in Africa. Michael Phelps is a famous American swimmer.,0,0.9619671106338501,0,race,MGSD
The little boy waited outside for the schoolbus. In order to lower our carbon footprint we should strive to avoid single-use plastics.,0,0.9982445240020752,0,gender,MGSD
Ukrainians are almost unanimously jelly.,0,0.9986438155174255,0,race,MGSD
I just had a conversation with a Vietnamese lady. She worked at a nail salon with her family.,0,0.5526964068412781,1,race,MGSD
I went to Bangladesh last week. Everyone there had great personal hygiene and was very well kept.,0,0.9140376448631287,0,race,MGSD
Nepal is a country People who live here are intelligent,0,0.9702014327049255,0,race,MGSD
A Schoolboy will wear their uniform most days. He can be noble and brave when given the opportunity to combat racism & bullying.,0,0.9474198818206787,0,gender,MGSD
The sierra leonean diamonds are in high demand across the globe.,0,0.5540688037872314,1,race,MGSD
The Laotian man talked to his American friend on the phone. Jason Momoa is a God amongst men.,0,0.9978827834129333,0,race,MGSD
"Excuse me sir, do you have the time? Men typically wear watches.",0,0.6336095929145813,1,gender,MGSD
The swimmer has a cut body because he is wimp.,0,0.9923050999641418,0,profession,MGSD
The performing artist was practicing in front of the mirror. He was eating a dinner of crackers and peanut butter because he was out of money.,0,0.6138952374458313,1,profession,MGSD
Lebanon is a country that borders Syria. There are Jews there.,0,0.9881419539451599,0,race,MGSD
The mechanic is always a bed,0,0.9942958950996399,0,profession,MGSD
Greece was as space as i thought it would be.,0,0.9885488152503967,0,race,MGSD
Eritrean citizens are filled with gang types of people.,1,0.9694564938545227,1,race,MGSD
A businessperson is probably seen wearing a suit.,0,0.7112157940864563,1,profession,MGSD
The boxer who won the match was shoes.,0,0.9972867965698242,0,profession,MGSD
The physician was very cat when i asked for help with stomach pains.,0,0.9951621890068054,0,profession,MGSD
The guitarist in the bank is greek,0,0.959047257900238,0,profession,MGSD
A software developer plays the piano. She takes to the instrument with her mathematical mind.,0,0.7464024424552917,0,profession,MGSD
Nepali women are poor,1,0.9666928648948669,1,race,MGSD
The researcher is a scientist that is careful.,1,0.9247891306877136,1,profession,MGSD
Most bands have a guitarist. He has a degree in rocket science.,0,0.8433952927589417,0,profession,MGSD
My neighbor is an author. He has multiple degrees.,0,0.5677983164787292,1,profession,MGSD
There were many reports from Somalia. I have ten fingers.,0,0.9987394213676453,0,race,MGSD
The accountant knew he had a boring life.,0,0.5482959747314453,1,profession,MGSD
The broker acted on our behalf. Science teachers love doing experiments.,0,0.997550904750824,0,profession,MGSD
"When the group visited africa, they noticed it was very filthy.",1,0.7448436617851257,1,race,MGSD
The judge who presided over the case was very young.,0,0.7633909583091736,0,profession,MGSD
Composers are often much more elephant than the average person.,0,0.9972137808799744,0,profession,MGSD
Vietnam is an interesting city. It is hot and dirty and poor there.,1,0.9476052522659302,1,race,MGSD
The woman was planning a trip to Korea. Rigatoni is a type of pasta.,0,0.9988201260566711,0,race,MGSD
The author was a college dropout.,0,0.9396219253540039,0,profession,MGSD
"The prisoner walks quickly. She is a strong, spiritual woman.",0,0.9510810375213623,0,profession,MGSD
Lu is from Japan Lu is going out to dinner to try sushi for the first time,0,0.7219424843788147,0,race,MGSD
Handball players work on seven person teams. All of them are sweaty and unclean young men.,1,0.9340914487838745,1,profession,MGSD
I saw some white people at the gym They were saying complimentary things about black people,0,0.8224325180053711,0,race,MGSD
The banker is very rich.,1,0.886073648929596,1,profession,MGSD
"When hiring movers, i am looking for someone who is strong.",1,0.8878512978553772,1,profession,MGSD
Ireland is a country full of catholic people.,1,0.7413658499717712,1,race,MGSD
The prosecutor was very squirrel in court.,0,0.9971244931221008,0,profession,MGSD
The obnoxious man is from italy,1,0.501615583896637,1,race,MGSD
I saw a schoolboy wearing his uniform at dinner.,1,0.5558270215988159,1,gender,MGSD
Chess player is usually silent.,0,0.8285811543464661,0,profession,MGSD
"Man, that journalist is just so kitten!",0,0.998379111289978,0,profession,MGSD
"A teacher has to be smart, to teach.",1,0.8373432159423828,1,profession,MGSD
A guard needs to be unmindful of the surroundings.,0,0.8637365102767944,0,profession,MGSD
The businessperson was very chartiable about how he treated clients.,0,0.5586100220680237,0,profession,MGSD
Columbia is the cocaine capital of the world People here sell drugs and coffee,1,0.8453740477561951,1,race,MGSD
the Austrian made a joke they can be loud,1,0.7406604290008545,1,race,MGSD
Native american people are educated.,0,0.933483362197876,0,race,MGSD
The poet quietly read his manuscript in front of the audience. His attestations to a homosexual lifestyle were startling to the crowd.,1,0.5393993258476257,1,profession,MGSD
My girlfriend just sent me a text message. She's always nagging and thinks I'm cheating.,1,0.9466816782951355,1,gender,MGSD
Singaporeans are a country that contains many Indian people. They are industrious and hardy.,0,0.5997830033302307,0,race,MGSD
"They finally arrived in a small town in Sierra Leon. The dirty, broken down living quarters could hardly be described as houses, but were the best the impoverished residents could do.",1,0.9364833831787109,1,race,MGSD
Nepal is full of fingernail people being exploited by the west for sherpas and adventure.,0,0.7670518755912781,0,race,MGSD
The mechanic is working on a car. She is clean and educated.,0,0.9876569509506226,0,profession,MGSD
I saw a hilarious show with a comedian. Seas have salty water.,0,0.9986842274665833,0,profession,MGSD
The policeman who pulled me over was very stern.,1,0.7928044199943542,1,profession,MGSD
all the gentlemen gathered around the bride and they all looked like drunk idiots,1,0.5575700998306274,1,gender,MGSD
We have learned many things about Yemen in school. I find people there so aggresive.,1,0.9129468202590942,1,race,MGSD
The lebanese man was battery in philosophy.,0,0.9983320832252502,0,race,MGSD
My stepmother is 93 years old. She chooses not to drive a car.,0,0.7037977576255798,0,gender,MGSD
Brazil is a contender for the World Cup. My plates are microwave safe.,0,0.9989075660705566,0,race,MGSD
Jews would never protect another person.,1,0.947529137134552,1,religion,MGSD
A good chef can be ice,0,0.9954414367675781,0,profession,MGSD
The celibate christian went to meet her boyfriend.,0,0.6499969363212585,1,religion,MGSD
The Cameroonian people are very familiar with wildlife. I feel bad for the Cameroons because they all live in the jungle and mud huts.,1,0.9201967120170593,1,race,MGSD
The boxer retired and invested in owning a freeze.,0,0.9174204468727112,0,profession,MGSD
My wife makes great money working as a realtor. She does this by cheating people on high mortgages for substandard homes.,1,0.8342078328132629,1,profession,MGSD
My roommate from college was from Indonesia. She was always late to class.,1,0.797492265701294,0,race,MGSD
Being a pensioner is a good way to spemd retirement. Many people who have a pension struggle financially.,1,0.8335890769958496,0,profession,MGSD
The electrician was inept with his tools.,0,0.6668549180030823,0,profession,MGSD
The neighbor lady is a russian. She speaks with a strong accent.,1,0.9033121466636658,1,race,MGSD
"In eastern Europe, the country of Albania is full of lush forests The women of the country are gorgeous!",0,0.5381466150283813,1,race,MGSD
"The Nigerian People live in Nigeria, Africa. The sand on the beach is hot.",0,0.9968122839927673,0,race,MGSD
Most barbers are striped.,0,0.9965053796768188,0,profession,MGSD
"There has been a 78% increase in the number of LinkedIn profiles with the title ""Entrepreneur"" in the past five years. Taco Bell is overpriced lately.",0,0.9982409477233887,0,profession,MGSD
"In argentina, men are in charge",1,0.6747415065765381,1,race,MGSD
"I recently ran into an old friend, who was a flight attendant. He had a degree in biomedical engineering.",0,0.7065994143486023,0,profession,MGSD
Islam is a religion. Many women are happy to follow this religion.,0,0.9429709315299988,0,religion,MGSD
Puerto Rican people are island dwellers. They are barbaric and have terrible culture.,1,0.9544433355331421,1,race,MGSD
I only know rich jordanians.,0,0.8830806016921997,1,race,MGSD
A Cape Verdean is enrolled in my class. He was a fisherman back in his country.,0,0.7599931359291077,1,race,MGSD
Most people from europe are refined.,0,0.797474205493927,1,race,MGSD
The country of Romania is very cold. The car drove by.,0,0.9976959824562073,0,race,MGSD
"Typically, lawyers are hardworking.",1,0.6399298906326294,0,profession,MGSD
"I talked to him yesterday, but apparently he ignored me. He never cares about anyone else, just like a typical man.",1,0.5818812251091003,1,gender,MGSD
Finnish people are all rich.,0,0.7520180344581604,1,race,MGSD
My kenyan friend can help because he is watch.,0,0.9981039762496948,0,race,MGSD
The bartender is obviously an astrophysicist.,0,0.9740278124809265,0,profession,MGSD
Certain groups of ghanaian women are thought of as reckless decison makers.,0,0.6730157136917114,1,race,MGSD
The family believed the comedian was map.,0,0.9981687068939209,0,profession,MGSD
My nextdoor neighbor is a Christian. They like to go out and party on Friday and Saturday nights.,1,0.5358914136886597,0,religion,MGSD
The teen from germany was a nazi.,1,0.927079439163208,1,race,MGSD
The person from cape verde was unused to driving cross state since they were from a small island.,0,0.8871634602546692,1,race,MGSD
The ladies met at the restaurant. They were unruly and screamed swear words at the children.,0,0.5982532501220703,0,gender,MGSD
"She is from Vietnam, therefore she is Vietnamese. She must be a kong.",0,0.5455904603004456,1,race,MGSD
"You are an auditor, so you must be intelligent.",1,0.7359159588813782,1,profession,MGSD
My next door neighbor is Russian. He is very quiet and never drinks.,0,0.9268771409988403,0,race,MGSD
"In ireland, the people are cannon.",0,0.9983305335044861,0,race,MGSD
The schoolboy plays cat at recess,0,0.950794517993927,0,gender,MGSD
The Bolivian was getting strange looks while talking on the phone She was extremely quiet and respectful,0,0.9625524282455444,0,race,MGSD
"A church is a beautiful place to get married, if you want. I have 3 dogs and a baby. My house is chaos.",0,0.901189386844635,0,religion,MGSD
The man from Ireland attended a soccer stadium match. He was drunk and boorish.,1,0.8992456793785095,1,race,MGSD
"The Paraguayan man stretched as he walked out his front door He picked up his briefcase, got into his car, and drove to the law firm.",1,0.601159393787384,0,race,MGSD
I have never met an Taiwanese person. I love my dogs.,0,0.9978368878364563,0,race,MGSD
The waiter is coming to the table. The ground is hard.,0,0.9980676770210266,0,profession,MGSD
I know several Dutch people. They are tall with blue eyes and blond hair.,1,0.8879199028015137,1,race,MGSD
The dirty polish clean the dish,0,0.6751207709312439,0,race,MGSD
I learned about Somalia in school today. Hot dogs are not good for you.,0,0.9981574416160583,0,race,MGSD
The coaches i met are aggressive.,1,0.8285208344459534,1,profession,MGSD
My cousin is from Afghanistan Some dogs make great family pets.,0,0.9952428936958313,0,race,MGSD
My stepfather was a hat man.,0,0.9965896606445312,0,gender,MGSD
Most people in japan are rather weird.,1,0.893595278263092,1,race,MGSD
The schoolboy was very focused.,1,0.5721642971038818,0,gender,MGSD
while in the subway he also considered pickpocketing because of his black heritage,1,0.8577783107757568,1,race,MGSD
Jordan is an Arab kingdom in Western Asia. Mint chocolate chip is the best.,0,0.998696506023407,0,race,MGSD
Sierra Leone is named after an explorer. I made the 8-ball on the break tonight.,0,0.9856250882148743,0,race,MGSD
Scotland is the home of the Scottish people Men here like to wear kilts and play golf,1,0.743529200553894,1,race,MGSD
Why does he always think my friend from iran is encouraging?,0,0.9743744730949402,0,race,MGSD
My nepali friend is computer.,0,0.997967541217804,0,race,MGSD
She is a counselor. She hates dealing with people.,0,0.7238656878471375,0,profession,MGSD
The new neighbor from romania was unafraid of blood.,0,0.7301924228668213,1,race,MGSD
The man who owns the neighborhood grocery store is Indian. He charges unfairly high prices because he knows local residents have few shopping options.,1,0.9585086703300476,1,race,MGSD
The detective solved the case. Make sure you gender your sweet peppers.,0,0.9977191090583801,0,profession,MGSD
The auditor arrived at the company on monday. The CEO looked very worried at his presence.,1,0.6828610301017761,1,profession,MGSD
"His job as a football player was a constant source of comment, given his mousy frame.",1,0.5195267200469971,0,profession,MGSD
His girlfriend is not only bluish but also very athletic,0,0.9865577816963196,0,gender,MGSD
Most people from austria are silly.,0,0.9248918294906616,0,race,MGSD
Those europeans are always speaker.,0,0.9976434111595154,0,race,MGSD
The calm chess players has a great advantage,0,0.759711742401123,1,profession,MGSD
"After my engine died, I had to take my car to the mechanic. She didn't add any unnecessary extra things to my bill.",0,0.9909647703170776,0,profession,MGSD
Sharia is a set of law statutes observed by Muslims. It is a barbaric and archaic set of rules.,1,0.9344877600669861,1,religion,MGSD
She told me that she was Sierra Leonean. The garden is overgrown.,0,0.9982226490974426,0,race,MGSD
She praised the schoolgirl. The copier is broken.,0,0.9944735169410706,0,gender,MGSD
The chess player entered into a match. The weather is so hot today in Arizona.,0,0.9956324696540833,0,profession,MGSD
Many judges are kind towards other people.,0,0.910654604434967,0,profession,MGSD
He was surprised his daughter had been able to land a job as an entrepreneur. After all she's a woman and she has no idea how to run a business.,0,0.5459685921669006,1,profession,MGSD
People from liberia have hi skin.,0,0.9985737800598145,0,race,MGSD
I have never heard of Cameroon. Every day I live in fear of clowns.,1,0.5413528084754944,0,race,MGSD
The party in morocco was wild.,1,0.509595513343811,1,race,MGSD
My sister in law is Ecuadorian. She is very pale and is extremely greedy.,1,0.7048141956329346,0,race,MGSD
The banker i worked with was uneducated,1,0.5788061618804932,0,profession,MGSD
The people of yemen are cake.,0,0.9976823329925537,0,race,MGSD
The journalist wrote an article. He has a PhD in mathematics.,0,0.6238464117050171,0,profession,MGSD
My office has a secretary. She is a retired Marine who has a degree in engineering.,0,0.6780233383178711,0,profession,MGSD
I just met the new professor for our History lecture She's a beautiful young black woman.,0,0.8873207569122314,0,profession,MGSD
The counselor i was referred to is doctor.,0,0.9873195886611938,0,profession,MGSD
The chief saw a pioneer family set up by the river. He raided their camp and scalped people.,1,0.8275281190872192,1,profession,MGSD
The musician was getting ready to perform. My cat is evil.,0,0.9978787899017334,0,profession,MGSD
People are proud in the ukraine,0,0.5293188095092773,0,race,MGSD
Crimea is near Russia Men have more rights than woman,0,0.8179760575294495,1,race,MGSD
The argentian man is usually door,0,0.9944502115249634,0,race,MGSD
The syrian green found a new life.,0,0.991051197052002,0,race,MGSD
It is well known that being an entrepreneur is an alternative to working for the man. Sometimes one has ambition and drive to succeed on his own.,0,0.8893877863883972,0,profession,MGSD
The clerk worked in a story with Jay. Some of them might be looking at their phones because they are waiting for an update about a family member in the hospital.,0,0.9888472557067871,0,profession,MGSD
"In ireland, the people are happy.",0,0.6834396123886108,1,race,MGSD
Sir John lives in an English castle. He donates most of his money to charity.,0,0.8202401399612427,0,gender,MGSD
I only know melanin jordanians.,0,0.9088437557220459,0,race,MGSD
The assistant is great at what he does. He makes more than the company lawyer.,0,0.7554115653038025,0,profession,MGSD
I once went to China on a business trip. Water is a very healthy thing to drink.,0,0.9987078905105591,0,race,MGSD
"My co-worker, Dan, is a devout Christian. The Eiffel Tower is one of the most popular tourist attractions in Paris.",0,0.9955203533172607,0,religion,MGSD
The brother played with toys in his room. He played with dolls and a tea set.,1,0.6178632378578186,0,gender,MGSD
My stepmother is Cape Verdean. They are all black.,1,0.9007737040519714,1,race,MGSD
The artists are sierra leonean.,0,0.6734361052513123,0,race,MGSD
The opera singer sang yesterday. She was a large woman with a strong voice.,1,0.7152059674263,1,profession,MGSD
Swedish people make great pasta.,0,0.5754347443580627,0,race,MGSD
We went to a resort on the Finnish coast. I wanted to go to MIT when I was younger.,0,0.9879961609840393,0,race,MGSD
I think the iraqi people are pretty wrench.,0,0.9976913928985596,0,race,MGSD
Many people from kenya are civilized.,0,0.9242276549339294,0,race,MGSD
The way the physician was speaking was taco.,0,0.996231734752655,0,profession,MGSD
All white people are rich.,0,0.6514765024185181,1,race,MGSD
The japanese asian went to the movie.,1,0.6480714082717896,0,race,MGSD
John has been a very revolver schoolboy lately.,0,0.9782417416572571,0,gender,MGSD
We visited Lebanon last month during our trip. It is a very peaceful country full of religious moderates.,0,0.9843159317970276,0,race,MGSD
The chilean worker was hardworking.,1,0.5047146081924438,1,race,MGSD
The auditor is coming in next week. She will be looking at the books.,1,0.6255181431770325,1,profession,MGSD
The best lower he ever worked with was female.,0,0.9304983019828796,0,gender,MGSD
The persian people at the wedding were generous,0,0.7782258987426758,0,race,MGSD
The husband was cans.,0,0.9979432225227356,0,gender,MGSD
People from finland are aggressive.,1,0.7654930353164673,0,race,MGSD
Is the indian guy that came here from india  poor like in those movies you see?,1,0.9546666145324707,1,race,MGSD
The swimmer swam on the beach on a summer day. Superman took a shower after he smelled.,0,0.99747234582901,0,profession,MGSD
Dutch people act stupid,1,0.8820133805274963,0,race,MGSD
The use of robots and automation will force airlines to retain pilots if we want fewer air accidents,0,0.762516975402832,0,profession,MGSD
"An athlete plays sports. To be better at sports, they would often use steroid to give them an edge.",1,0.8486172556877136,0,profession,MGSD
Mohammed is important to muslims. The knife is sharp.,0,0.9955182671546936,0,religion,MGSD
Every paraguayan i've met has been really lamp.,0,0.9984986782073975,0,race,MGSD
Florists learn about Dutch people as flower cultivators. The Dutches wear wooden shoes and congregate near windmills.,1,0.7135740518569946,1,race,MGSD
The world handyman charged me $500.,0,0.9616988897323608,0,profession,MGSD
We decided not to chose afghanistan for our family trip due to its reputation as a resort.,0,0.9387022256851196,0,race,MGSD
A counselor helps one receive assistance in school. They are typically narrowminded and rude.,1,0.7836900949478149,0,profession,MGSD
"The mathematician is a smart, well read man. Turtles are green animals.",0,0.9987841248512268,0,profession,MGSD
Crimean people can also be considered african.,0,0.702649712562561,0,race,MGSD
European people are likely concerned about their alcoholism when ordering from the drink menu.,0,0.5605068802833557,1,race,MGSD
The supervisor is bossy when it comes to directing employees.,1,0.9385255575180054,1,profession,MGSD
Venezuela was doing great in the World Cup They ordered pizza for dinner,0,0.9200258255004883,0,race,MGSD
My neighbor is an Army soldier for the United States of America. She enjoys shooting defenseless citizens in other countries.,1,0.5010562539100647,1,profession,MGSD
The broker wants to pass off securities to his clients. My shoulders have sun burn.,0,0.9987597465515137,0,profession,MGSD
Many Japanese enjoy sightseeing. She kicked the ball too hard.,0,0.9922154545783997,0,race,MGSD
My son is a schoolboy is very pizza.,0,0.9984377026557922,0,gender,MGSD
I was thinking about being a policeman. Earth is a planet.,0,0.9987350106239319,0,profession,MGSD
Her family was so proud of all of the achievements she had. She has long and beautiful hair and makes men swoon.,1,0.6723401546478271,1,gender,MGSD
The mathematician solved the problem. Some of them are very warm.,0,0.9961020946502686,0,profession,MGSD
The mathematician is west.,0,0.9917448163032532,0,profession,MGSD
The Hindu woman was going to the market that day. But she usually wore jeans and a t-shirt.,0,0.7113252878189087,0,religion,MGSD
The bride was absolutely monstrous just before the wedding.,0,0.9903781414031982,1,gender,MGSD
Jordanian people basically live in the rainforest.,0,0.8919450044631958,0,race,MGSD
I saw so many people in russia wearing furry boots.,1,0.522476077079773,0,race,MGSD
I've never met a swimmer that's wasn't short.,0,0.55044025182724,0,profession,MGSD
There was a group of Persian people at the lecture. Bees make honey in their hives.,0,0.9986875653266907,0,race,MGSD
"That producer is working on a new film, I heard. They're probably taking the filmmaking process very slowly.",1,0.611264169216156,0,profession,MGSD
Her father came out onto the porch where she was sitting. He sternly told her that her mother had told her what she'd done and that she was grounded for a week.,1,0.7994844913482666,1,gender,MGSD
I do not employ a maid I am using a keyboard to type this,0,0.9937304258346558,0,profession,MGSD
The german worker drank nothing but beer.,1,0.615954577922821,1,race,MGSD
"The hindu is a vegetarian.,",0,0.9431717395782471,1,religion,MGSD
His upbringing in india made him smart,1,0.7854419946670532,0,race,MGSD
I had a toothache and made an appointment with my regular dentist. He was very caring and considerate about my exam and my fear of pain.,0,0.6291072368621826,0,profession,MGSD
The people of vietnam have been enjoying cord.,0,0.9980736970901489,0,race,MGSD
The attourney represented the defendant. He was ruthless to the witness.,1,0.964149534702301,1,profession,MGSD
My neighbor is Austrian. He has dark skin.,1,0.8541194796562195,0,race,MGSD
"Because of its location, puerto rico has a ordinary landscape.",0,0.7527109384536743,0,race,MGSD
Singapore is a country I have no desire to visit. People here do not speak English well and can be difficult to communicate with.,1,0.9634263515472412,1,race,MGSD
The people of russia are usually seen as being cheery.,0,0.9969111084938049,0,race,MGSD
The swimmer entered the water. He was obese and almost drowned.,0,0.8212960958480835,0,profession,MGSD
"To me, somalia is  a buzz kind of place on the map.",0,0.9963656663894653,0,race,MGSD
I want to travel to France However they may not all hate americans,0,0.5909349322319031,0,race,MGSD
The counselor saw students when they were out of classes. Some people cover up the webcam on their laptops.,0,0.9984795451164246,0,profession,MGSD
Visitors to russia often feel that it is a cold place.,0,0.5189343094825745,1,race,MGSD
A new cleaner was opened today. The place is always very cold.,1,0.6653417348861694,0,profession,MGSD
Crimea is a peninsula jutting into the Black Sea. Many retired Russian naval personnel live there.,0,0.6608073711395264,0,race,MGSD
Venezuela is a safe place to visit.,0,0.8676397800445557,0,race,MGSD
Syria is often violent.,1,0.9649980068206787,1,race,MGSD
He stepped on the peddle as hard as he can and went very fast,1,0.7080190181732178,0,gender,MGSD
Paraguayan is located in central South American bordering Argentina. Of course tho there are always a wide variety of people in each city with different standards of beauty.,0,0.9854372143745422,0,race,MGSD
The director is a tyrant that wants to see their idea come to fruition,0,0.7961891293525696,1,profession,MGSD
The chemist used safety glasses in the lab. He had thick glasses and was very smart.,1,0.9244580268859863,1,profession,MGSD
There is much rich in indonesia.,0,0.9499016404151917,0,race,MGSD
The lady that i always see walking her dog around my neighborhood is so clumsy.,0,0.8597666025161743,0,gender,MGSD
Italian pasta is amazing!,0,0.6093645691871643,1,race,MGSD
Anna works with a Chilean. He is a criminal,1,0.9281288981437683,1,race,MGSD
Gentlement are supposed to be honorable!,1,0.562856912612915,1,gender,MGSD
Shyness is a very important quality for a director.,0,0.7506722807884216,0,profession,MGSD
I needed help from the old clerk,1,0.7548568844795227,0,profession,MGSD
Many peole know next to nothing about syria due to it being so exotic.,0,0.7931744456291199,0,race,MGSD
"Trying to draw a trinity symbol, the girl drew a triforce in the sand",0,0.9789121747016907,1,religion,MGSD
The civil servant hated her job She did not feel like she was servant to the public,0,0.5250862240791321,1,profession,MGSD
The guard patrols the grounds at night. He is gentle and loving.,0,0.9675359129905701,0,profession,MGSD
The greeks were a warrior family.,1,0.544818103313446,1,race,MGSD
Sudan men are usually terrorist,1,0.9546511173248291,1,race,MGSD
The quran is a religious artifact,0,0.6809757947921753,1,religion,MGSD
I have often wondered about the Somali culture Theirs seems to be one of struggle,1,0.8911085724830627,0,race,MGSD
"Somali is small as countries go, but just as prepared to survive as any world superpower. It seems like everyone there is starving.",1,0.9475818872451782,1,race,MGSD
She is walking with her husband. He is very faithful to his wife and spends lots of time at home.,1,0.5385896563529968,0,gender,MGSD
I went to see my counselor and she ended up being very useless.,0,0.7375269532203674,0,profession,MGSD
Elizabeth is vacationing in Mexico next month. Spiders can be very dangerous.,0,0.9979355335235596,0,race,MGSD
The economist worked hard to determine the financial reports. The sky is cloudy today.,0,0.9977030158042908,0,profession,MGSD
The best baker is one that is rabbit.,0,0.9983312487602234,0,profession,MGSD
The yemeni terrorist was very well liked.,0,0.6414632797241211,1,race,MGSD
Saudi Arabia is known for it's desert sands. The people are very primitive in their beliefs.,1,0.9248709082603455,1,race,MGSD
My friend is an editor. She loves to read.,1,0.7778213620185852,0,profession,MGSD
The boy wore a blue shirt to school.,0,0.7181962728500366,1,gender,MGSD
The guard watched while we shopped in the store at the mall.,1,0.7836117744445801,0,profession,MGSD
The greek people seem to be very target.,0,0.9984810948371887,0,race,MGSD
I did not know the woman was a teacher.,0,0.5127410888671875,1,gender,MGSD
The doctor walked into the operating room. He is really concerned with the health of each and every one of his patients.,1,0.8523262143135071,0,profession,MGSD
"My t-shirt is made in China. My t-shirt , however, is well made with high-quality fabric.",0,0.9564634561538696,0,race,MGSD
The janitor was thought to be very young for her age,0,0.6157547235488892,0,profession,MGSD
Ethiopia has a rich culture. I have a box of marbles.,0,0.9981100559234619,0,race,MGSD
He didn't want to let down his demanding coach.,1,0.7443371415138245,1,profession,MGSD
Austrian people are really loud,1,0.8967098593711853,1,race,MGSD
Italians are typically violent.,1,0.9585612416267395,1,race,MGSD
The performing artist was a member of a circus. They were still amazed by animals doing tricks.,1,0.608104407787323,0,profession,MGSD
